event_id,user_id,timestamp,event_type,amount,city,device,ip_address,is_fraud,scenario
7934f08b,User_010,2025-01-14 10:17:53,view_balance,0.0,Pogradec,Mobile_Android,152.5.7.122,0,normal
5c4fb306,User_007,2025-01-15 06:37:33,login,0.0,Istanbul,Mobile_iOS,60.79.227.227,1,fraud
e23266ae,User_015,2025-01-15 09:59:12,logout,0.0,Berat,Desktop_Mac,124.220.123.53,0,normal
3cbf6a7c,User_014,2025-01-15 13:06:16,view_balance,0.0,Kavajë,Tablet_iPad,17.170.175.108,0,normal
b6dd66e4,User_014,2025-01-16 00:44:54,login,0.0,Kavajë,Tablet_iPad,170.203.255.138,0,normal
18b30194,User_007,2025-01-16 23:21:20,view_balance,0.0,Sarandë,Mobile_iOS,36.191.138.47,0,normal
b60f96f6,User_002,2025-01-17 04:24:37,failed_login,0.0,Shkodër,Tablet_iPad,135.249.220.117,0,normal
ee21bdfa,User_017,2025-01-17 09:56:54,view_balance,0.0,Shkodër,Mobile_Android,30.38.44.77,0,normal
21a02990,User_009,2025-01-17 11:06:41,failed_login,0.0,Korçë,Tablet_iPad,63.36.253.179,0,normal
aa06e0e1,User_017,2025-01-17 11:27:29,failed_login,0.0,Shkodër,Mobile_Android,116.52.48.139,0,normal
a2596417,User_011,2025-01-17 16:55:35,transfer,983.12,Vlorë,Mobile_iOS,207.168.104.137,1,fraud
58891d5b,User_016,2025-01-18 18:11:39,view_balance,0.0,Elbasan,Mobile_Android,113.208.175.127,0,normal
00298a22,User_004,2025-01-18 20:06:00,transfer,14651.28,Lezhë,Desktop_Mac,202.142.217.237,1,fraud
d7b06f7f,User_015,2025-01-18 20:12:20,failed_login,0.0,Berat,Desktop_Mac,7.67.144.159,0,normal
d2ab1cbd,User_014,2025-01-19 03:25:37,view_balance,0.0,Kavajë,Tablet_iPad,188.44.14.139,0,normal
7e5be40c,User_015,2025-01-19 03:46:43,transfer,2977.99,Berat,Desktop_Mac,138.29.253.118,1,fraud
e352c7cd,User_015,2025-01-20 09:28:02,logout,0.0,Berat,Desktop_Mac,129.13.70.217,0,normal
28076c13,User_013,2025-01-20 16:54:06,payment,252.11,Kavajë,Tablet_Android,6.194.208.87,0,normal
184b7ab4,User_008,2025-01-21 14:32:34,change_password,0.0,Elbasan,Desktop_Mac,27.151.11.93,0,normal
e455ab23,User_013,2025-01-21 18:52:18,view_balance,0.0,Kavajë,Tablet_Android,201.229.166.123,0,normal
d461e84b,User_004,2025-01-22 03:51:46,transfer,1582.39,Lezhë,Desktop_Mac,32.133.250.131,1,fraud
bf6bd077,User_020,2025-01-22 10:26:02,failed_login,0.0,Vlorë,Mobile_iOS,91.110.100.64,0,normal
d2a35164,User_004,2025-01-22 13:15:35,transfer,5068.37,Athens,Desktop_Mac,167.79.211.61,1,fraud
7e367a16,User_019,2025-01-22 13:29:37,failed_login,0.0,Berat,Desktop_Windows,100.255.205.158,0,normal
96b1f7a9,User_002,2025-01-22 18:56:36,login,0.0,Shkodër,Tablet_iPad,92.4.59.68,0,normal
655de74f,User_018,2025-01-22 21:42:02,view_balance,0.0,Berat,Desktop_Windows,69.43.171.215,0,normal
17305791,User_001,2025-01-22 23:58:17,failed_login,0.0,Korçë,Tablet_Android,16.237.197.119,0,normal
51297bcb,User_008,2025-01-23 08:33:45,transfer,498.63,Elbasan,Desktop_Mac,71.82.143.96,0,normal
7c4558d6,User_005,2025-01-23 09:53:04,failed_login,0.0,Kavajë,Tablet_Android,4.1.43.214,0,normal
7aec25d1,User_008,2025-01-23 14:25:45,view_balance,0.0,Elbasan,Desktop_Mac,58.2.22.79,0,normal
3a53e3d8,User_013,2025-01-25 01:02:57,transfer,13857.2,Kavajë,Tablet_Android,46.110.26.236,1,fraud
f9d6cc04,User_005,2025-01-25 02:32:03,view_balance,0.0,Kavajë,Tablet_Android,88.104.69.202,0,normal
e34f54d5,User_008,2025-01-25 04:10:58,transfer,406.1,Elbasan,Desktop_Mac,25.36.175.94,0,normal
9bae4fe0,User_020,2025-01-25 10:37:01,payment,532.09,Vlorë,Mobile_iOS,163.248.126.54,0,normal
cce6ee5b,User_012,2025-01-25 12:50:57,transfer,434.02,Korçë,Mobile_iOS,44.177.111.98,0,normal
23ae3817,User_014,2025-01-25 12:52:33,login,0.0,Kavajë,Tablet_iPad,30.255.146.224,0,normal
5f9b67bc,User_002,2025-01-25 14:03:44,view_balance,0.0,Shkodër,Tablet_iPad,153.194.179.23,0,normal
f5c20488,User_012,2025-01-25 16:12:19,payment,429.81,Korçë,Mobile_iOS,18.82.69.240,0,normal
fa7ccddf,User_012,2025-01-25 19:58:20,change_password,0.0,Korçë,Mobile_iOS,78.97.112.243,0,normal
7aa41e1d,User_016,2025-01-25 21:27:08,view_balance,0.0,Elbasan,Mobile_Android,121.50.55.87,0,normal
c05525f4,User_009,2025-01-26 08:14:09,logout,0.0,Korçë,Tablet_iPad,96.105.56.50,0,normal
c65eddc0,User_013,2025-01-26 14:31:09,view_balance,0.0,Kavajë,Tablet_Android,13.92.238.93,0,normal
ae5e8ba8,User_016,2025-01-27 07:59:45,logout,0.0,Elbasan,Mobile_Android,188.33.205.76,0,normal
30181910,User_014,2025-01-27 14:27:34,view_balance,0.0,Kavajë,Tablet_iPad,124.55.213.171,0,normal
a40a8239,User_005,2025-01-27 22:51:28,failed_login,0.0,Kavajë,Tablet_Android,95.172.88.188,1,fraud
2dde1cc3,User_007,2025-01-28 08:34:46,login,0.0,Sarandë,Mobile_iOS,170.26.226.72,0,normal
95ccd66c,User_005,2025-01-28 09:38:56,failed_login,0.0,Kavajë,Tablet_Android,83.51.38.240,0,normal
7acc264b,User_019,2025-01-28 18:42:57,login,0.0,Berat,Desktop_Windows,157.145.5.63,0,normal
57721013,User_002,2025-01-29 20:14:51,failed_login,0.0,Shkodër,Tablet_iPad,137.218.169.179,0,normal
b9c3bf34,User_020,2025-01-29 23:17:09,failed_login,0.0,Vlorë,Mobile_iOS,3.139.215.124,0,normal
8cdbdea8,User_005,2025-01-30 03:32:09,login,0.0,Kavajë,Tablet_Android,206.97.131.190,1,fraud
a0dde7d6,User_012,2025-01-30 05:52:30,failed_login,0.0,Korçë,Mobile_iOS,142.242.175.225,0,normal
cd139a56,User_013,2025-01-31 13:19:17,transfer,365.45,Kavajë,Tablet_Android,207.243.74.232,0,normal
37da051f,User_019,2025-01-31 22:41:09,failed_login,0.0,Berat,Desktop_Windows,90.227.161.167,0,normal
923f7f2e,User_010,2025-02-01 01:08:16,failed_login,0.0,Pogradec,Mobile_Android,87.153.101.149,0,normal
ee6d4470,User_012,2025-02-02 15:54:22,view_balance,0.0,Korçë,Mobile_iOS,116.115.120.25,0,normal
a3eadf97,User_020,2025-02-03 08:50:46,logout,0.0,Vlorë,Mobile_iOS,223.229.48.158,0,normal
a9fb5049,User_015,2025-02-03 14:07:39,payment,50.52,Berat,Desktop_Mac,77.164.81.250,0,normal
32043ba1,User_004,2025-02-03 19:47:59,view_balance,0.0,Lezhë,Desktop_Mac,38.177.195.176,0,normal
852e6e19,User_013,2025-02-04 06:21:40,failed_login,0.0,Kavajë,Tablet_Android,42.66.142.174,0,normal
76e64d72,User_004,2025-02-04 16:33:23,failed_login,0.0,Lezhë,Desktop_Mac,195.118.141.188,0,normal
bbc9c996,User_016,2025-02-05 17:48:38,view_balance,0.0,Elbasan,Mobile_Android,200.169.23.10,0,normal
8e8f9019,User_018,2025-02-06 15:12:27,login,0.0,Berat,Desktop_Windows,117.95.161.171,0,normal
fbf2b27b,User_012,2025-02-06 22:08:40,transfer,548.21,Korçë,Mobile_iOS,124.224.226.204,0,normal
57331bb8,User_019,2025-02-07 19:56:28,view_balance,0.0,Berat,Desktop_Windows,24.99.160.83,0,normal
712f7141,User_015,2025-02-07 22:34:29,login,0.0,Berat,Desktop_Mac,182.131.222.129,0,normal
7cb68424,User_016,2025-02-08 02:03:29,transfer,4621.05,Elbasan,Mobile_Android,140.78.14.93,1,fraud
116c39cd,User_019,2025-02-08 02:44:12,payment,477.34,Berat,Desktop_Windows,141.182.14.78,0,normal
585f842c,User_004,2025-02-08 08:34:59,view_balance,0.0,Lezhë,Desktop_Mac,60.54.114.126,0,normal
52606408,User_012,2025-02-08 14:55:48,view_balance,0.0,Korçë,Mobile_iOS,22.56.208.61,0,normal
b3bd153b,User_010,2025-02-08 16:35:12,login,0.0,Pogradec,Mobile_Android,34.18.153.224,0,normal
be6cc3e1,User_008,2025-02-08 16:52:22,login,0.0,Elbasan,Desktop_Mac,136.99.27.135,0,normal
51b413ac,User_001,2025-02-08 16:58:19,view_balance,0.0,Korçë,Tablet_Android,154.187.127.113,0,normal
31620ac0,User_009,2025-02-09 19:25:26,view_balance,0.0,Korçë,Tablet_iPad,28.98.51.89,0,normal
8cbb3955,User_013,2025-02-10 14:44:00,login,0.0,Kavajë,Tablet_Android,130.8.186.60,0,normal
6155ed68,User_008,2025-02-10 15:18:47,failed_login,0.0,Elbasan,Desktop_Mac,121.99.83.116,0,normal
5f28654d,User_017,2025-02-10 16:23:20,transfer,266.76,Shkodër,Mobile_Android,79.6.246.179,0,normal
34b2e348,User_019,2025-02-11 01:31:44,logout,0.0,Berat,Desktop_Windows,86.237.113.3,0,normal
535052da,User_005,2025-02-11 20:31:58,transfer,3961.27,Kavajë,Tablet_Android,220.160.2.132,1,fraud
69b14faf,User_017,2025-02-12 08:41:49,view_balance,0.0,Shkodër,Mobile_Android,8.154.157.28,0,normal
98b7c4b2,User_003,2025-02-13 00:41:51,change_password,0.0,Sarandë,Mobile_iOS,20.148.107.158,0,normal
d716d9b6,User_016,2025-02-13 07:23:16,transfer,4270.49,Elbasan,Mobile_Android,31.126.252.58,1,fraud
a40b68bc,User_008,2025-02-14 21:58:03,failed_login,0.0,Elbasan,Desktop_Mac,30.37.57.216,0,normal
66f30884,User_013,2025-02-15 02:05:17,payment,391.84,Kavajë,Tablet_Android,115.11.24.126,0,normal
23b8327b,User_002,2025-02-15 05:13:35,payment,159.99,Shkodër,Tablet_iPad,178.226.95.98,0,normal
72e89b4a,User_020,2025-02-16 00:56:45,transfer,642.3,Vlorë,Mobile_iOS,137.223.70.250,0,normal
d30e55c9,User_005,2025-02-16 06:03:32,view_balance,0.0,Kavajë,Tablet_Android,165.90.185.70,0,normal
9c5de49d,User_018,2025-02-16 08:48:13,transfer,511.55,Berat,Desktop_Windows,58.79.127.239,0,normal
9ec8259d,User_010,2025-02-16 12:54:21,failed_login,0.0,Pogradec,Mobile_Android,26.231.16.35,0,normal
1de2792a,User_018,2025-02-17 01:31:07,failed_login,0.0,Berat,Desktop_Windows,90.222.107.243,0,normal
fed32010,User_015,2025-02-18 03:03:13,login,0.0,Berat,Desktop_Mac,131.77.155.127,0,normal
65c648a9,User_008,2025-02-18 06:00:31,login,0.0,Elbasan,Desktop_Mac,46.144.236.174,0,normal
9845d11a,User_006,2025-02-18 13:48:07,login,0.0,Berat,Tablet_Android,135.119.158.90,0,normal
3602ae94,User_001,2025-02-18 14:51:37,transfer,632.79,Korçë,Tablet_Android,196.56.24.195,0,normal
a4e4b444,User_017,2025-02-19 07:03:01,payment,173.81,Shkodër,Mobile_Android,129.153.198.180,0,normal
63f0d958,User_013,2025-02-19 10:30:27,view_balance,0.0,Kavajë,Tablet_Android,11.174.136.146,0,normal
7dc5e63c,User_001,2025-02-20 12:12:03,logout,0.0,Korçë,Tablet_Android,111.197.47.161,0,normal
a579390a,User_005,2025-02-20 20:11:49,view_balance,0.0,Kavajë,Tablet_Android,188.95.100.218,0,normal
d08113dd,User_013,2025-02-20 20:18:41,failed_login,0.0,Kavajë,Tablet_Android,93.62.79.69,0,normal
9790ae5f,User_010,2025-02-21 14:36:19,failed_login,0.0,Pogradec,Mobile_Android,168.224.88.48,0,normal
42956e8b,User_005,2025-02-22 04:09:09,payment,172.83,Kavajë,Tablet_Android,194.242.13.119,0,normal
c181bbd0,User_007,2025-02-22 06:00:16,view_balance,0.0,Sarandë,Mobile_iOS,151.244.140.66,0,normal
77d297f6,User_010,2025-02-22 11:46:52,view_balance,0.0,Pogradec,Mobile_Android,77.196.188.180,0,normal
3314db3f,User_018,2025-02-22 23:14:21,view_balance,0.0,Berat,Desktop_Windows,187.236.185.25,0,normal
fc4df350,User_008,2025-02-23 14:36:02,failed_login,0.0,Elbasan,Desktop_Mac,216.91.223.249,0,normal
9b12efaf,User_011,2025-02-23 15:34:19,login,0.0,Berlin,Desktop_Mac,39.3.194.247,1,fraud
c38d1ceb,User_008,2025-02-23 19:19:31,view_balance,0.0,Elbasan,Desktop_Mac,70.46.28.145,0,normal
cd80ce2c,User_008,2025-02-24 08:46:14,failed_login,0.0,Elbasan,Desktop_Mac,222.227.90.202,0,normal
58b0edac,User_004,2025-02-25 00:00:46,logout,0.0,Lezhë,Desktop_Mac,114.3.200.194,0,normal
baf79251,User_008,2025-02-25 05:21:49,transfer,380.32,Elbasan,Desktop_Mac,172.151.10.157,0,normal
b2032aec,User_016,2025-02-26 01:09:33,failed_login,0.0,Elbasan,Mobile_Android,55.253.101.122,0,normal
1cf26119,User_016,2025-02-26 06:44:52,payment,125.15,Elbasan,Mobile_Android,65.88.160.22,0,normal
408a402e,User_001,2025-02-27 05:14:33,logout,0.0,Korçë,Tablet_Android,45.139.215.151,0,normal
1c014d65,User_002,2025-02-27 10:58:59,failed_login,0.0,Shkodër,Tablet_iPad,115.211.162.88,0,normal
8bd272e8,User_016,2025-02-28 10:14:11,payment,181.12,Elbasan,Mobile_Android,84.252.163.196,0,normal
3633f376,User_013,2025-02-28 14:51:16,payment,317.7,Kavajë,Tablet_Android,161.194.66.32,0,normal
ceb7e282,User_006,2025-02-28 17:17:03,login,0.0,Berat,Desktop_Mac,36.171.151.8,1,fraud
b47b44a0,User_016,2025-03-01 16:01:00,login,0.0,Elbasan,Mobile_Android,110.18.63.223,0,normal
0124c9eb,User_005,2025-03-02 09:49:02,login,0.0,Kavajë,Tablet_Android,85.63.102.180,0,normal
a662a81c,User_018,2025-03-02 11:05:25,failed_login,0.0,Berat,Desktop_Windows,215.21.112.169,0,normal
35c3461c,User_016,2025-03-02 16:25:35,failed_login,0.0,Elbasan,Mobile_Android,154.212.148.184,0,normal
c890216e,User_004,2025-03-02 18:42:01,view_balance,0.0,Lezhë,Desktop_Mac,218.159.32.133,0,normal
cae9b4fa,User_006,2025-03-03 01:14:10,view_balance,0.0,Berat,Tablet_Android,128.128.44.124,0,normal
7e446ded,User_013,2025-03-03 20:05:27,failed_login,0.0,Kavajë,Tablet_Android,130.199.228.88,0,normal
63747c7a,User_018,2025-03-04 04:51:34,payment,141.32,Berat,Desktop_Windows,30.38.190.68,0,normal
a17c44fe,User_014,2025-03-04 08:58:59,failed_login,0.0,Kavajë,Tablet_iPad,12.92.69.163,0,normal
48339943,User_005,2025-03-04 21:05:20,failed_login,0.0,Kavajë,Tablet_Android,192.91.234.4,0,normal
c5491645,User_002,2025-03-04 21:10:57,login,0.0,Shkodër,Tablet_iPad,214.53.97.106,0,normal
931f9d01,User_014,2025-03-05 01:59:53,view_balance,0.0,Kavajë,Tablet_iPad,50.236.3.200,0,normal
27f9cf22,User_015,2025-03-06 11:57:06,view_balance,0.0,Berat,Desktop_Mac,125.1.111.247,0,normal
ff1e348a,User_005,2025-03-06 12:20:25,logout,0.0,Kavajë,Tablet_Android,159.120.111.127,0,normal
21bd40e3,User_002,2025-03-06 18:25:24,logout,0.0,Shkodër,Tablet_iPad,155.25.23.5,0,normal
fa2a81da,User_016,2025-03-07 02:39:55,login,0.0,Elbasan,Mobile_Android,150.140.109.51,0,normal
707462a0,User_013,2025-03-07 08:20:01,failed_login,0.0,Kavajë,Tablet_Android,157.14.217.104,0,normal
abbff88d,User_019,2025-03-08 07:07:54,transfer,1248.17,Berat,Desktop_Windows,50.104.137.16,1,fraud
e79b249c,User_010,2025-03-08 08:44:17,login,0.0,Pogradec,Mobile_Android,70.102.23.197,0,normal
1d07c82c,User_008,2025-03-09 14:30:27,view_balance,0.0,Elbasan,Desktop_Mac,89.75.254.210,0,normal
94c8037a,User_005,2025-03-09 17:23:18,failed_login,0.0,Kavajë,Tablet_Android,68.46.150.56,0,normal
05ed19fb,User_020,2025-03-09 21:25:48,transfer,636.57,Vlorë,Mobile_iOS,75.165.72.181,0,normal
6a46bdbf,User_020,2025-03-10 01:05:52,transfer,472.82,Vlorë,Mobile_iOS,177.212.76.69,0,normal
b37a83d7,User_018,2025-03-10 02:22:25,logout,0.0,Berat,Desktop_Windows,198.151.35.25,0,normal
f2d74595,User_019,2025-03-10 04:19:48,payment,339.72,Berat,Desktop_Windows,73.57.215.163,0,normal
f6adcf24,User_013,2025-03-10 11:00:22,view_balance,0.0,Kavajë,Tablet_Android,26.16.134.72,0,normal
0ae2b7e9,User_018,2025-03-10 14:48:34,failed_login,0.0,Berat,Desktop_Windows,131.110.84.192,0,normal
943f08a9,User_013,2025-03-11 11:07:23,login,0.0,Kavajë,Mobile_iOS,2.230.67.139,1,fraud
195de392,User_008,2025-03-13 07:43:55,logout,0.0,Elbasan,Desktop_Mac,68.77.141.41,0,normal
3f23a7f6,User_008,2025-03-13 11:00:42,failed_login,0.0,Elbasan,Desktop_Mac,198.15.81.57,0,normal
6f4f8572,User_007,2025-03-13 12:31:58,login,0.0,Sarandë,Mobile_iOS,159.111.210.240,0,normal
be229368,User_001,2025-03-13 22:37:05,failed_login,0.0,Korçë,Tablet_Android,26.127.7.5,0,normal
684ea784,User_010,2025-03-13 23:15:48,logout,0.0,Pogradec,Mobile_Android,123.210.99.174,0,normal
6e5c93d6,User_020,2025-03-14 01:03:50,login,0.0,Vlorë,Mobile_iOS,144.254.115.90,1,fraud
b4d90f8d,User_004,2025-03-14 07:32:58,transfer,227.58,Lezhë,Desktop_Mac,59.113.242.177,0,normal
d75f139f,User_010,2025-03-14 12:45:41,view_balance,0.0,Pogradec,Mobile_Android,201.241.241.1,0,normal
40339865,User_003,2025-03-16 12:03:25,login,0.0,Sarandë,Mobile_iOS,41.113.135.17,0,normal
e95eda7a,User_020,2025-03-16 15:50:30,transfer,463.21,Vlorë,Mobile_iOS,49.25.91.90,0,normal
a618a6ce,User_018,2025-03-16 23:35:24,failed_login,0.0,Berat,Desktop_Windows,162.3.29.117,0,normal
06c6d842,User_015,2025-03-17 04:29:22,transfer,10953.56,Berat,Desktop_Mac,194.220.78.209,1,fraud
37c5bafc,User_008,2025-03-17 07:24:45,failed_login,0.0,Elbasan,Desktop_Mac,78.46.162.175,0,normal
01a38eac,User_009,2025-03-17 08:06:27,failed_login,0.0,Korçë,Tablet_iPad,199.191.48.248,0,normal
6601cf29,User_003,2025-03-17 18:18:44,payment,94.87,Sarandë,Mobile_iOS,219.46.21.11,0,normal
b3a4f77f,User_005,2025-03-18 13:30:53,logout,0.0,Kavajë,Tablet_Android,198.201.27.144,0,normal
4dc7e2ec,User_020,2025-03-19 00:13:33,payment,523.63,Vlorë,Mobile_iOS,26.253.113.54,0,normal
4d6d66e1,User_015,2025-03-19 10:38:08,failed_login,0.0,Berat,Desktop_Mac,17.47.67.194,0,normal
761c32f4,User_008,2025-03-20 13:49:51,login,0.0,Elbasan,Desktop_Mac,125.175.174.176,0,normal
51aee96c,User_007,2025-03-20 22:13:22,payment,379.69,Sarandë,Mobile_iOS,70.12.98.168,0,normal
26f975ae,User_011,2025-03-22 07:34:34,change_password,0.0,Vlorë,Desktop_Mac,112.108.176.251,0,normal
d6041e5a,User_001,2025-03-22 23:33:27,view_balance,0.0,Korçë,Tablet_Android,25.149.57.224,0,normal
b302560b,User_007,2025-03-23 03:01:13,change_password,0.0,Sarandë,Mobile_iOS,33.64.2.241,0,normal
77f3abde,User_004,2025-03-23 04:18:46,payment,267.73,Lezhë,Desktop_Mac,206.60.232.102,0,normal
f79f775e,User_019,2025-03-23 12:40:22,payment,344.57,Berat,Desktop_Windows,53.43.175.70,0,normal
3d3fc8df,User_014,2025-03-24 02:45:39,transfer,224.72,Kavajë,Tablet_iPad,17.197.241.43,0,normal
6f6902a9,User_015,2025-03-24 08:34:20,login,0.0,Berat,Desktop_Mac,129.167.197.60,0,normal
b182f085,User_003,2025-03-25 05:26:52,failed_login,0.0,Sarandë,Mobile_iOS,87.130.106.123,0,normal
2cdf6dd1,User_010,2025-03-25 14:49:51,logout,0.0,Pogradec,Mobile_Android,114.87.213.229,0,normal
92543331,User_015,2025-03-25 18:34:03,transfer,69.56,Berat,Desktop_Mac,162.54.225.96,0,normal
9a87c49d,User_014,2025-03-27 08:55:54,view_balance,0.0,Kavajë,Tablet_iPad,167.126.73.12,0,normal
04cb3098,User_009,2025-03-27 16:16:33,login,0.0,Korçë,Tablet_iPad,209.120.194.12,0,normal
dab65f82,User_010,2025-03-28 16:11:22,payment,236.59,Pogradec,Mobile_Android,124.150.226.144,0,normal
fbb0df8c,User_001,2025-03-28 22:27:31,view_balance,0.0,Korçë,Tablet_Android,149.49.143.54,0,normal
2955b32a,User_017,2025-03-29 01:39:14,view_balance,0.0,Shkodër,Mobile_Android,152.155.92.103,0,normal
b7699192,User_015,2025-03-29 11:12:21,view_balance,0.0,Berat,Desktop_Mac,25.86.238.13,0,normal
a19cf9c4,User_016,2025-03-30 07:44:52,view_balance,0.0,Elbasan,Mobile_Android,9.179.219.213,0,normal
f39b018b,User_018,2025-03-30 11:14:58,failed_login,0.0,Berat,Desktop_Windows,146.41.142.116,0,normal
ca0ce7f4,User_004,2025-03-30 12:41:24,view_balance,0.0,Lezhë,Desktop_Mac,72.95.89.104,0,normal
fd5a93b4,User_009,2025-03-31 01:49:05,transfer,320.4,Korçë,Tablet_iPad,55.158.7.245,0,normal
2d702e2c,User_001,2025-03-31 06:20:52,view_balance,0.0,Korçë,Tablet_Android,66.97.174.250,0,normal
b791f7fd,User_017,2025-03-31 07:28:25,view_balance,0.0,Shkodër,Mobile_Android,210.133.45.128,0,normal
268c0014,User_007,2025-03-31 13:57:49,failed_login,0.0,Sarandë,Mobile_iOS,24.51.37.251,0,normal
ac2d0bdd,User_008,2025-04-02 00:58:58,logout,0.0,Elbasan,Desktop_Mac,132.28.83.84,0,normal
ee96a316,User_015,2025-04-02 01:01:31,view_balance,0.0,Berat,Desktop_Mac,61.244.135.128,0,normal
b7ae7042,User_012,2025-04-02 20:46:15,failed_login,0.0,Korçë,Mobile_iOS,93.140.119.167,0,normal
0a4d25f4,User_019,2025-04-02 22:25:36,logout,0.0,Berat,Desktop_Windows,201.13.181.219,0,normal
2f663980,User_004,2025-04-03 08:26:25,failed_login,0.0,Lezhë,Desktop_Mac,170.103.145.113,0,normal
0187054d,User_001,2025-04-03 21:15:40,payment,648.78,Korçë,Tablet_Android,7.98.211.100,0,normal
af34188e,User_012,2025-04-05 10:03:58,login,0.0,Milan,Mobile_iOS,54.82.202.142,1,fraud
02e89f55,User_019,2025-04-05 20:31:01,transfer,8129.84,Berat,Desktop_Windows,57.163.33.29,1,fraud
7afc6dba,User_011,2025-04-06 03:03:16,transfer,831.01,Vlorë,Desktop_Windows,113.140.138.97,1,fraud
17c07990,User_013,2025-04-06 17:28:45,failed_login,0.0,Kavajë,Tablet_Android,163.201.171.225,0,normal
efd5cc94,User_018,2025-04-06 21:37:16,login,0.0,Berat,Desktop_Windows,59.17.101.189,0,normal
95354a45,User_016,2025-04-07 16:20:08,login,0.0,Elbasan,Mobile_Android,135.250.184.120,0,normal
